"2014-09-15 22:00:00",9,106288,143334,280576
"2014-09-15 23:00:00",9,93728,111313,124728
"2014-09-16 00:00:00",11,100056,135149,310760
"2014-09-16 01:00:00",12,95720,124320,170792
"2014-09-16 02:00:00",11,109752,122910,179616
"2014-09-16 03:00:00",10,109712,240492,1173632
"2014-09-16 04:00:00",7,112280,117186,125136
"2014-09-16 05:00:00",10,98928,513051,1950432
"2014-09-16 06:00:00",10,104880,1680276,4830928
"2014-09-16 07:00:00",10,118288,420084,1532608
"2014-09-16 08:00:00",11,1470728,4915920,9273104
"2014-09-16 09:00:00",10,6250400,13044249,23259968
"2014-09-16 10:00:00",9,4531312,19053627,51161816
"2014-09-16 11:00:00",9,12070256,14743712,20553800
"2014-09-16 12:00:00",3,11815408,15781277,20117528
"2014-09-16 13:00:00",11,8102928,12795842,29411200
"2014-09-16 14:00:00",10,5273456,11718584,31599520
"2014-09-16 15:00:00",11,7457784,13067666,27078448
"2014-09-16 16:00:00",10,5286216,13839470,30099496
"2014-09-16 17:00:00",11,3323120,7649153,16614152
"2014-09-16 18:00:00",12,1114392,3376360,5398680
"2014-09-16 19:00:00",12,330208,2131356,5300064
"2014-09-16 20:00:00",12,194736,715624,1764776
"2014-09-16 21:00:00",12,200144,1059512,2383448
"2014-09-16 22:00:00",11,123920,266724,639816
"2014-09-16 23:00:00",11,123536,150602,202496
"2014-09-17 00:00:00",12,122008,223056,520224
"2014-09-17 01:00:00",12,106144,132662,240304
"2014-09-17 02:00:00",12,89128,300947,2197040
"2014-09-17 03:00:00",12,116640,321847,2206104
"2014-09-17 04:00:00",12,110128,160972,505840
"2014-09-17 05:00:00",12,112984,606754,3102512
"2014-09-17 06:00:00",12,118184,3308641,7020360
"2014-09-17 07:00:00",11,2595488,4308613,7302912
"2014-09-17 08:00:00",12,4957504,9202083,19488024
"2014-09-17 09:00:00",11,4884152,9250207,14613744
"2014-09-17 10:00:00",1,6681112,6681112,6681112
"2014-09-17 11:00:00",11,5294536,8159399,13628760
"2014-09-17 12:00:00",10,6899624,10596043,16590896
"2014-09-17 13:00:00",10,7677512,10633984,15174816
"2014-09-17 14:00:00",9,7035224,23266348,55878032
"2014-09-17 15:00:00",10,7409080,20892394,47338536
"2014-09-17 16:00:00",11,5230064,14898309,50223344
"2014-09-17 17:00:00",11,2360992,7352821,16466152
"2014-09-17 18:00:00",11,911448,6114288,29924192
"2014-09-17 19:00:00",12,696440,1665994,2605728
"2014-09-17 20:00:00",12,274744,685054,1366816
"2014-09-17 21:00:00",3,763816,811488,872856
"2014-09-17 22:00:00",12,126608,233844,878816
"2014-09-17 23:00:00",12,126448,183122,223232
"2014-09-18 00:00:00",12,142680,340836,1699224
"2014-09-18 01:00:00",12,153232,280032,1099680
"2014-09-18 02:00:00",12,152192,167438,213944
"2014-09-18 03:00:00",12,149840,339686,2259264
"2014-09-18 04:00:00",12,150592,174456,249360
"2014-09-18 05:00:00",12,131592,819066,3883184
"2014-09-18 06:00:00",11,192840,2118101,5367560
"2014-09-18 07:00:00",12,155112,767654,2668984
"2014-09-18 08:00:00",11,3305480,14522464,36540504
"2014-09-18 09:00:00",9,8872144,23170931,39228880
"2014-09-18 10:00:00",9,14692696,24114328,35653840
"2014-09-18 11:00:00",9,11565224,23617824,64720368
"2014-09-18 12:00:00",10,12921360,19077509,51600688
"2014-09-18 13:00:00",8,10546296,25239127,65707008
"2014-09-18 14:00:00",11,6915720,11978037,16914768
"2014-09-18 15:00:00",8,5780392,31212115,65798528
"2014-09-18 16:00:00",5,3411128,6526768,10860336
"2014-09-18 17:00:00",11,4018552,11898908,37391176
"2014-09-18 18:00:00",11,1702592,3044609,7102768
"2014-09-18 19:00:00",12,691024,1978930,5955496
"2014-09-18 20:00:00",12,349344,1662631,5990360
"2014-09-18 21:00:00",12,113616,559190,1313480
"2014-09-18 22:00:00",12,101592,155978,531536
"2014-09-18 23:00:00",12,102216,128770,193920
"2014-09-19 00:00:00",12,100584,277428,1093136
"2014-09-19 01:00:00",12,94832,120651,168016
"2014-09-19 02:00:00",12,100864,460324,2167016
"2014-09-19 03:00:00",12,98056,289716,2153912
"2014-09-19 04:00:00",12,96280,108962,134256
"2014-09-19 05:00:00",12,98472,140234,406488
"2014-09-19 06:00:00",12,106936,1923886,6401096
"2014-09-19 07:00:00",12,110368,446893,1543280
"2014-09-19 08:00:00",11,344928,3345530,6503520
"2014-09-19 09:00:00",11,3872672,5846826,10008416
"2014-09-19 10:00:00",11,7157800,17276520,81230480
"2014-09-19 11:00:00",11,7071720,10340422,16014560
"2014-09-19 12:00:00",10,7757000,11475929,16727376
"2014-09-19 13:00:00",12,3487136,7631059,11390000
"2014-09-19 14:00:00",11,2757688,7221126,11889560
"2014-09-19 15:00:00",11,5064600,7802021,12430296
"2014-09-19 16:00:00",11,3973648,5974061,9574680
"2014-09-19 17:00:00",12,408440,3769668,7448296
"2014-09-19 18:00:00",12,102640,737969,3732968
"2014-09-19 19:00:00",12,99936,147991,373952
"2014-09-19 20:00:00",12,100224,109264,124576
"2014-09-19 21:00:00",12,105256,132568,173456
"2014-09-19 22:00:00",12,105224,357205,2737520
"2014-09-19 23:00:00",6,24400,141285,181904